ingresos_mensuales,minutos_mensuales,cargo_recurrente,llamadas_asistidas_director,minutos_excedentes,llamadas_roaming,cambio_perc_minutos,cambio_perc_ingresos,llamadas_caidas,llamadas_bloqueadas,llamadas_no_contestadas,llamadas_atencion_cliente,llamadas_tripartitas,llamadas_recibidas,llamadas_salientes,llamadas_entrantes,llamadas_pico_ent_sal,llamadas_no_pico_ent_sal,llamadas_caidas_bloqueadas,llamadas_desviadas,llamadas_en_espera,meses_en_servicio,suscripciones_unicas,suscripciones_activas,equipos_totales,modelos_equipos,dias_equipo_actual,edad_hogar_1,edad_hogar_2,llamadas_retencion,ofertas_retencion_aceptadas,referidos_realizados,grupo_ingresos,ajustes_calificacion_credito,ingreso_diario,ratio_uso,costo_por_minuto,ocupacion,calificacion_crediticia,estado_civil,area_servicio,churn_bin
48.94,453,40.0,0.0,12,0,-234.0,-5.7,0.7000000000000001,0.7000000000000001,57.3,1,0.0,191.6,33.0,1.0,85.0,76.7,1.3,0.0,0.0,26,1,1,2,2.0,526,74.0,68.0,0,0,0,1,1,1.6313333333333333,0.025806451612903226,0.10803532008830022,Other,3-Good,,NYCBRO917,0
165.12,3159,85.0,5.2,282,0,-137.0,11.5,45.0,47.7,295.7,1,0.30000000000000004,788.5,124.3,53.3,577.7,800.0,92.7,0.0,46.0,24,1,1,6,6.0,57,48.0,26.0,0,0,0,6,0,5.5040000000000004,0.08195292066259809,0.05226970560303894,Other,4-Medium,Yes,DALFTW817,1
66.04,1355,80.0,0.0,13,1,-922.0,-4.7,3.3,1.3,47.7,8,0.30000000000000004,209.5,34.0,21.7,138.3,132.7,4.7,0.0,6.7,26,2,2,8,2.0,139,48.0,52.0,0,0,0,6,0,2.2013333333333334,0.009502923976608187,0.048738007380073806,Other,3-Good,Yes,ATLANE678,1
34.99,36,45.0,0.0,0,0,34.0,0.0,2.3,0.0,2.3,0,0.0,0.0,2.7,0.0,8.3,5.7,2.3,0.0,0.0,24,1,1,2,2.0,27,0.0,0.0,0,0,0,0,0,1.1663333333333334,0.0,0.9719444444444445,Other,1-Highest,,APCSIL301,0
51.81,254,29.0,1.49,52,0,260.0,42.8,5.7,0.30000000000000004,9.7,0,0.0,74.4,29.3,12.7,86.7,45.3,6.0,0.0,0.30000000000000004,22,2,1,3,1.0,205,0.0,0.0,0,0,0,0,0,1.727,0.16993464052287582,0.20397637795275592,Other,5-Low,,LAXALA562,1
10.19,324,10.0,0.0,0,0,22.0,0.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2,2,2,2.0,283,58.0,52.0,0,0,0,5,0,0.3396666666666667,0.0,0.03145061728395061,Professional,2-High,Yes,DALFTW817,0
85.71,1027,70.0,0.0,33,0,117.0,-31.7,18.0,52.0,199.3,10,0.0,216.4,113.0,62.0,223.7,377.7,70.0,0.0,9.0,20,1,1,3,3.0,133,0.0,0.0,1,0,0,4,0,2.8569999999999998,0.031132075471698113,0.08345666991236611,Other,5-Low,No,MIAHWD954,0
56.21,219,30.0,1.49,46,0,-191.0,-23.2,5.0,0.30000000000000004,0.7000000000000001,0,0.0,55.6,17.7,10.0,63.7,6.0,5.3,0.0,0.30000000000000004,20,2,2,1,1.0,595,32.0,0.0,0,0,0,7,0,1.8736666666666666,0.17358490566037735,0.25666666666666665,Other,2-High,No,NYCSUF516,1
47.14,294,45.0,0.25,30,0,-156.0,-12.1,10.3,2.7,43.7,0,0.7000000000000001,64.8,25.3,0.30000000000000004,102.3,40.7,13.0,0.0,0.0,24,1,1,1,1.0,703,48.0,50.0,0,0,0,6,0,1.5713333333333332,0.09259259259259259,0.16034013605442177,Professional,3-Good,Yes,SHEMYE301,0
54.26,504,50.0,0.25,10,0,38.0,-3.1,4.3,0.0,10.3,1,0.0,174.1,44.0,8.7,48.7,78.7,4.3,0.0,0.30000000000000004,20,3,1,3,2.0,216,0.0,0.0,0,0,0,0,0,1.8086666666666666,0.019455252918287938,0.10765873015873015,Other,3-Good,,LAXSMN310,0
23.34,52,10.0,0.0,10,0,-52.0,-10.4,3.7,0.30000000000000004,2.7,0,0.0,0.0,4.0,0.0,25.3,8.0,4.0,0.0,0.0,20,1,1,2,2.0,593,30.0,46.0,0,0,0,6,2,0.778,0.16129032258064516,0.44884615384615384,Other,4-Medium,No,PHXTUC520,0
35.16,507,45.0,0.0,0,0,-15.0,0.5,6.3,0.7000000000000001,35.0,2,0.30000000000000004,58.7,36.7,2.0,57.0,80.3,7.0,0.0,0.30000000000000004,24,1,1,4,3.0,76,22.0,0.0,1,1,1,4,0,1.172,0.0,0.0693491124260355,Other,1-Highest,No,NNYALB518,1
80.51,274,63.0,0.0,59,0,234.0,112.9,1.7000000000000002,2.0,5.3,0,0.0,64.3,16.3,4.0,83.0,36.0,3.7,0.0,0.30000000000000004,24,4,4,2,1.0,703,48.0,48.0,0,0,0,9,0,2.683666666666667,0.17717717717717718,0.29383211678832116,Other,1-Highest,No,SANAUS512,0
31.26,144,30.0,0.25,0,0,-38.0,-1.3,4.0,1.0,30.0,0,0.0,21.0,10.3,4.0,55.3,22.7,5.0,0.0,0.0,20,2,2,1,1.0,595,40.0,40.0,0,0,0,6,0,1.042,0.0,0.21708333333333335,Other,2-High,No,NYCBRO917,1
31.49,235,30.0,0.0,0,0,45.0,3.1,4.3,1.7000000000000002,24.7,0,0.7000000000000001,70.1,2.7,7.0,52.0,59.7,6.0,0.0,0.7000000000000001,22,1,1,1,1.0,657,42.0,0.0,0,0,0,3,0,1.0496666666666665,0.0,0.13399999999999998,Professional,2-High,Yes,LAXSAN714,1
50.0,186,50.0,0.0,0,0,7.0,0.0,0.0,2.3,6.0,0,0.0,0.0,23.0,0.0,35.3,7.7,2.3,0.0,0.0,26,1,1,2,2.0,525,0.0,0.0,0,0,0,0,0,1.6666666666666667,0.0,0.26881720430107525,Other,2-High,,DALDTN940,0
38.2,126,32.0,0.0,11,4,38.0,2.6,0.30000000000000004,0.7000000000000001,0.7000000000000001,0,0.30000000000000004,9.9,2.7,2.0,12.3,5.3,1.0,0.0,0.0,20,2,2,1,1.0,595,40.0,0.0,0,0,0,6,0,1.2733333333333334,0.08029197080291971,0.3031746031746032,Professional,1-Highest,,HWIHON808,1
53.0,355,53.0,0.0,0,0,91.0,0.0,11.0,3.3,29.0,0,0.0,64.2,9.7,4.7,46.3,43.0,14.3,0.0,0.30000000000000004,26,1,1,3,3.0,209,54.0,46.0,0,0,0,7,0,1.7666666666666666,0.0,0.14929577464788732,Professional,2-High,Yes,NCRMID704,1
40.79,324,32.0,1.98,21,0,-162.0,-6.3,0.7000000000000001,0.30000000000000004,8.7,0,0.0,95.7,19.3,10.0,45.0,51.3,1.0,0.0,0.30000000000000004,24,2,2,2,2.0,319,30.0,32.0,1,1,2,7,0,1.3596666666666666,0.06086956521739131,0.12589506172839507,Other,2-High,Yes,DALDAL214,1
42.48,167,42.0,0.0,0,0,-2.0,0.0,2.3,1.0,7.7,0,0.0,26.1,21.7,5.3,62.3,5.7,3.3,0.0,0.0,24,2,2,1,1.0,703,58.0,52.0,0,0,0,9,0,1.416,0.0,0.2543712574850299,Other,2-High,Yes,PITHOM412,0
106.95,1015,79.0,0.25,55,1,-261.0,-32.0,2.7,0.0,10.7,0,0.0,547.9,26.7,1.3,37.0,81.3,2.7,0.0,0.0,20,2,1,2,2.0,485,0.0,0.0,0,0,0,7,0,3.565,0.0514018691588785,0.10536945812807882,Other,4-Medium,,APCWAS202,1
80.81,628,75.0,4.95,0,0,23.0,-1.7000000000000002,9.3,0.30000000000000004,62.3,0,0.30000000000000004,127.8,48.7,12.7,275.0,51.3,9.7,0.0,10.0,24,1,1,1,1.0,703,32.0,0.0,0,0,0,6,0,2.6936666666666667,0.0,0.1286783439490446,Other,2-High,No,LAXLAG949,0
59.88,595,50.0,1.73,0,0,124.0,-1.4,1.3,7.0,48.0,2,0.0,175.4,12.3,40.7,100.3,177.0,8.3,0.0,4.7,20,2,2,3,3.0,317,46.0,0.0,0,0,0,6,0,1.996,0.0,0.10063865546218488,Other,3-Good,Yes,SANSAN210,0
107.19,1451,60.0,0.74,141,0,136.0,13.0,28.3,4.0,186.3,8,0.30000000000000004,459.9,64.3,15.0,254.3,335.0,32.3,0.0,0.0,26,1,1,5,3.0,-1,46.0,20.0,0,0,1,2,0,3.573,0.0885678391959799,0.07387319090282564,Other,7-Lowest,,LAXCOR909,0
30.41,52,40.0,0.74,0,0,-34.0,-0.4,1.3,0.0,6.3,1,0.0,6.6,4.7,1.3,14.3,13.7,1.3,0.0,0.0,24,2,2,1,1.0,703,0.0,0.0,0,0,0,0,0,1.0136666666666667,0.0,0.5848076923076924,Other,2-High,,LAXCDG310,1
42.42,942,45.0,0.99,7,3,292.0,5.3,7.0,1.0,31.7,3,0.0,21.4,9.3,0.0,42.0,40.0,8.0,0.0,0.30000000000000004,20,1,1,2,2.0,192,48.0,0.0,0,0,0,6,0,1.4140000000000001,0.007376185458377239,0.04503184713375796,Professional,6-Verylow,No,APCSIL301,0
63.38,330,30.0,0.25,80,0,86.0,6.2,5.3,0.30000000000000004,15.7,1,0.0,68.6,8.0,4.3,47.7,21.3,5.7,0.0,0.7000000000000001,20,2,2,1,1.0,594,60.0,52.0,0,0,0,6,0,2.1126666666666667,0.1951219512195122,0.19206060606060607,Professional,3-Good,Yes,SFROAK510,0
90.59,541,38.0,1.49,37,0,51.0,-50.5,8.0,6.3,26.0,2,0.30000000000000004,101.1,48.0,32.0,222.3,41.7,14.3,0.0,1.7000000000000002,26,3,2,3,3.0,61,32.0,32.0,1,1,0,9,0,3.0196666666666667,0.06401384083044982,0.16744916820702405,Professional,2-High,Yes,MIADEL561,0
34.99,108,35.0,0.0,0,0,12.0,0.0,1.0,0.30000000000000004,0.7000000000000001,0,0.0,12.0,3.3,2.0,14.3,1.3,1.3,0.0,0.0,22,1,1,1,1.0,656,32.0,32.0,0,0,0,5,0,1.1663333333333334,0.0,0.3239814814814815,Other,2-High,Yes,SEAEVE425,0
30.34,304,40.0,0.0,1,0,-67.0,-0.4,6.0,2.7,39.0,7,0.0,90.3,17.7,0.30000000000000004,57.0,16.0,8.7,0.0,0.0,26,1,1,1,1.0,763,40.0,42.0,0,0,0,9,0,1.0113333333333334,0.003278688524590164,0.09980263157894737,Other,2-High,Yes,FLNLAK941,0
76.47,756,85.0,1.49,0,0,-355.0,2.5,7.3,0.30000000000000004,40.0,0,0.0,264.2,14.3,0.30000000000000004,78.7,26.3,7.7,0.0,0.30000000000000004,24,1,1,1,1.0,702,0.0,0.0,0,0,0,0,0,2.549,0.0,0.10115079365079364,Other,2-High,,NYCNEW201,0
86.65,650,50.0,0.0,93,0,-158.0,-36.6,5.0,20.3,27.7,0,2.7,139.0,91.7,12.0,208.0,103.7,25.3,0.0,2.0,22,1,1,2,2.0,102,,,0,0,0,0,0,2.8883333333333336,0.12516823687752354,0.13330769230769232,Other,6-Verylow,,KCYWIC316,0
47.5,202,50.0,0.0,0,0,-82.0,0.0,5.0,0.0,30.3,4,0.0,42.0,7.0,0.0,29.3,65.7,5.0,0.0,1.3,22,1,1,3,2.0,573,58.0,56.0,0,0,0,7,0,1.5833333333333333,0.0,0.23514851485148514,Professional,5-Low,,PHICHC215,0
84.82,503,79.0,3.46,0,0,-110.0,-77.9,5.0,5.0,9.3,0,0.7000000000000001,87.9,14.3,0.0,108.3,37.0,10.0,0.0,0.30000000000000004,24,1,1,1,1.0,702,30.0,0.0,0,0,0,1,0,2.8273333333333333,0.0,0.16862823061630217,Student,2-High,No,CHICHI773,0
68.36,142,67.0,0.0,0,1,-45.0,0.9,1.3,0.7000000000000001,1.3,0,0.0,17.4,3.3,4.3,32.0,7.7,2.0,0.0,0.0,26,2,2,2,2.0,382,46.0,46.0,0,0,0,9,0,2.2786666666666666,0.0,0.48140845070422533,Professional,2-High,Yes,OHIAKR330,0
53.7,64,50.0,0.0,0,0,-26.0,-0.4,2.7,0.7000000000000001,5.7,1,0.0,12.8,1.3,4.0,8.3,7.0,3.3,0.0,0.0,20,2,2,2,2.0,388,0.0,0.0,0,0,0,0,0,1.79,0.0,0.8390625,Other,2-High,,KCYKCK913,1
60.71,852,60.0,0.74,33,0,258.0,23.1,35.0,11.7,135.7,4,0.0,108.8,37.3,2.7,132.3,202.0,46.7,0.0,2.3,24,1,1,3,2.0,315,88.0,0.0,0,0,0,1,0,2.0236666666666667,0.03728813559322034,0.07125586854460093,Other,4-Medium,No,HOUHOU281,0
64.99,1034,50.0,0.0,38,0,104.0,33.8,9.7,10.3,57.0,11,0.0,141.9,34.3,0.30000000000000004,119.7,125.0,20.0,0.0,3.7,24,1,1,1,1.0,702,30.0,0.0,0,0,0,6,0,2.166333333333333,0.03544776119402985,0.06285299806576401,Other,2-High,,CHINBK847,0
31.26,68,30.0,0.0,0,1,16.0,-1.8,1.3,0.30000000000000004,2.0,0,0.30000000000000004,29.4,7.7,0.7000000000000001,18.0,5.0,1.7000000000000002,0.0,0.0,20,2,2,2,2.0,6,52.0,52.0,0,0,0,9,0,1.042,0.0,0.4597058823529412,Other,1-Highest,Yes,APCBAL410,0
35.28,173,44.0,1.24,2,0,-91.0,2.6,1.3,0.0,10.7,0,0.0,42.2,10.7,1.3,32.0,18.7,1.3,0.0,0.7000000000000001,20,1,1,1,1.0,594,40.0,24.0,0,0,0,7,0,1.176,0.011428571428571429,0.2039306358381503,Other,2-High,,SFRSFR415,0
59.46,800,57.0,3.22,28,0,-798.0,-116.5,3.0,22.0,66.7,2,0.0,145.3,12.0,10.0,256.0,82.3,25.0,0.0,3.7,20,2,1,2,2.0,135,52.0,46.0,0,0,0,6,0,1.982,0.033816425120772944,0.074325,Other,6-Verylow,Yes,HOUHOU281,0
62.45,623,55.0,1.24,80,1,223.0,-18.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,3,2,3,2.0,350,52.0,48.0,0,0,0,6,0,2.0816666666666666,0.11379800853485064,0.10024077046548957,Other,3-Good,,HOUHOU281,0
61.77,1638,60.0,0.0,18,3,62.0,23.2,10.0,2.3,84.7,4,0.0,84.0,35.0,3.0,128.7,192.0,12.3,0.0,5.0,24,1,1,4,3.0,37,0.0,0.0,0,0,0,0,0,2.059,0.010869565217391304,0.03771062271062271,Other,4-Medium,,NEVLVS702,0
50.45,279,50.0,0.0,0,0,-63.0,-0.4,4.7,12.0,18.0,0,0.0,5.1,14.7,1.0,79.0,36.7,16.7,0.0,0.0,20,1,1,2,2.0,311,34.0,28.0,0,0,1,6,0,1.6816666666666669,0.0,0.18082437275985663,Other,3-Good,Yes,OHIMED330,1
60.24,394,26.0,2.48,56,0,-351.0,-87.7,9.7,1.3,32.3,1,0.0,62.0,36.0,1.0,86.7,60.7,11.0,0.0,0.0,22,1,1,2,2.0,96,20.0,0.0,0,0,0,2,0,2.008,0.12444444444444444,0.15289340101522844,Other,2-High,No,NYCBRO917,0
23.24,2,20.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2,2,1,1.0,702,52.0,54.0,0,0,0,9,0,0.7746666666666666,0.0,11.62,Professional,3-Good,Yes,APCFCH703,0
74.24,443,30.0,1.98,121,0,229.0,66.9,6.0,0.30000000000000004,18.7,0,0.30000000000000004,40.1,29.3,7.7,140.3,37.3,6.3,0.0,1.3,24,2,2,2,2.0,383,34.0,0.0,0,0,1,8,0,2.4746666666666663,0.21453900709219859,0.1675846501128668,Other,2-High,,ATLATL678,0
56.65,247,45.0,1.49,36,1,-247.0,-11.6,7.3,0.0,11.3,0,0.7000000000000001,44.7,23.0,3.3,85.3,26.3,7.3,0.0,0.0,20,2,2,2,2.0,297,32.0,32.0,0,0,0,7,0,1.8883333333333332,0.127208480565371,0.22935222672064776,Other,2-High,Yes,BOSBOS978,1
68.62,1034,60.0,11.63,125,0,-247.0,-7.7,29.0,3.7,76.3,0,1.0,152.4,151.0,35.7,182.7,196.3,32.7,0.0,0.0,20,1,1,2,2.0,119,30.0,0.0,0,0,0,4,0,2.2873333333333337,0.10785159620362382,0.06636363636363637,Self,5-Low,No,APCWAS202,0
87.23,338,48.0,1.73,0,10,-20.0,-12.1,4.0,6.7,34.0,19,0.0,28.4,9.3,0.0,56.7,92.3,10.7,0.0,0.0,20,1,1,4,3.0,51,38.0,0.0,1,1,0,3,0,2.9076666666666666,0.0,0.2580769230769231,Other,5-Low,No,DALDAL214,0
86.47,744,61.0,0.5,28,0,154.0,5.7,0.7000000000000001,3.7,52.7,5,0.0,201.3,29.7,8.3,155.0,87.7,4.3,0.0,1.3,26,3,2,5,4.0,21,0.0,0.0,0,0,1,0,0,2.8823333333333334,0.03626943005181347,0.1162231182795699,Other,5-Low,,HOUHOU281,0
53.69,110,30.0,0.0,43,0,-50.0,-22.7,0.7000000000000001,2.7,18.0,0,0.0,32.7,7.0,1.3,25.0,13.7,3.3,0.0,0.0,24,1,1,2,2.0,65,68.0,66.0,0,0,0,6,0,1.7896666666666665,0.28104575163398693,0.4880909090909091,Professional,2-High,Yes,NMXELP915,0
38.57,142,30.0,0.25,21,0,18.0,0.8,1.3,0.30000000000000004,16.0,0,0.30000000000000004,4.5,0.30000000000000004,0.0,22.0,32.0,1.7000000000000002,0.0,0.0,24,1,1,1,1.0,702,42.0,52.0,0,0,0,7,0,1.2856666666666667,0.12883435582822086,0.27161971830985915,Other,1-Highest,Yes,APCBAL410,1
32.78,52,32.0,0.0,0,0,3.0,-0.30000000000000004,0.7000000000000001,5.3,2.3,0,0.0,9.4,8.3,5.0,17.3,8.3,6.0,0.0,0.0,20,2,2,1,1.0,594,0.0,0.0,0,0,0,0,0,1.0926666666666667,0.0,0.6303846153846154,Other,2-High,,CHICHI773,0
54.13,594,60.0,2.48,0,0,222.0,0.6000000000000001,2.3,7.3,128.7,2,0.0,62.7,36.7,2.7,122.0,60.7,9.7,0.0,0.30000000000000004,20,2,2,3,1.0,385,54.0,46.0,0,0,0,2,0,1.8043333333333333,0.0,0.09112794612794613,Professional,4-Medium,Yes,KCYTOP913,0
5.0,0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,1,2,2.0,435,30.0,68.0,1,1,0,6,0,0.16666666666666666,0.0,0.0,Professional,2-High,,NEVLVS702,0
50.56,80,50.0,0.0,0,0,-61.0,0.0,1.3,0.0,1.0,1,0.30000000000000004,19.8,5.0,1.0,12.3,13.3,1.3,0.0,0.7000000000000001,22,1,1,2,2.0,636,26.0,0.0,0,0,0,8,0,1.6853333333333333,0.0,0.632,Other,2-High,,SFROAK510,1
30.39,210,30.0,0.0,1,0,34.0,0.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,1,5,2.0,109,36.0,34.0,0,0,1,6,0,1.0130000000000001,0.004739336492890996,0.1447142857142857,Retired,2-High,Yes,OKCTUL918,0
53.91,316,30.0,0.0,58,0,232.0,60.9,0.30000000000000004,0.7000000000000001,3.7,0,0.30000000000000004,26.6,3.7,0.0,19.7,17.3,1.0,0.0,0.0,20,1,1,2,2.0,166,38.0,32.0,0,0,0,7,0,1.797,0.15508021390374332,0.1706012658227848,Other,2-High,,ATLNOR678,0
55.18,309,30.0,0.5,67,3,-34.0,-20.1,1.0,0.30000000000000004,5.3,0,0.0,45.1,2.3,0.0,47.7,31.7,1.3,0.0,0.0,24,1,1,3,3.0,218,0.0,0.0,0,0,0,0,0,1.8393333333333333,0.17819148936170212,0.17857605177993527,Other,2-High,,MILMIL414,0
35.16,123,45.0,0.0,0,0,-11.0,0.5,2.7,0.0,3.3,0,0.0,7.6,2.0,0.0,15.0,8.7,2.7,0.0,0.0,22,1,1,1,1.0,656,52.0,0.0,0,0,0,6,0,1.172,0.0,0.28585365853658534,Other,4-Medium,,ATLATL678,0
15.56,293,10.0,0.0,10,0,-70.0,1.8,3.3,0.0,22.3,1,0.0,56.7,16.3,7.0,58.3,17.7,4.0,0.0,0.7000000000000001,20,3,2,2,2.0,179,48.0,46.0,0,0,0,2,1,0.5186666666666667,0.033003300330033,0.05310580204778157,Other,2-High,No,SFROAK925,1
35.39,286,35.0,0.0,0,0,228.0,8.7,0.30000000000000004,3.3,38.7,0,0.0,48.0,20.0,4.7,81.0,46.0,3.7,0.0,1.0,24,2,1,3,3.0,519,54.0,54.0,0,0,0,7,0,1.1796666666666666,0.0,0.12374125874125874,Professional,2-High,Yes,SANCRP512,1
53.65,264,50.0,0.5,0,5,180.0,5.5,2.7,0.0,8.7,0,0.0,45.3,2.7,0.0,31.0,37.0,2.7,0.0,0.7000000000000001,20,2,1,3,2.0,280,28.0,0.0,0,0,0,0,0,1.7883333333333333,0.0,0.20321969696969697,Other,1-Highest,No,DETPON248,0
77.98,1029,51.0,0.5,82,0,43.0,-14.3,1.3,3.7,18.3,1,1.0,157.4,9.3,4.3,60.7,59.0,5.0,0.0,0.30000000000000004,20,1,1,1,1.0,594,48.0,46.0,0,0,0,7,0,2.5993333333333335,0.0738073807380738,0.07578231292517007,Crafts,3-Good,Yes,DALDAL214,1
30.64,453,30.0,0.0,0,0,109.0,1.0,3.3,0.0,35.0,2,0.0,30.2,8.0,0.0,73.7,74.3,3.3,0.0,0.0,26,1,1,2,2.0,606,58.0,58.0,0,0,0,4,0,1.0213333333333334,0.0,0.06763796909492274,Other,2-High,No,NYCWHI914,0
32.98,20,30.0,0.0,0,0,-20.0,0.0,0.0,0.0,0.7000000000000001,0,0.0,10.8,1.3,0.7000000000000001,5.3,2.7,0.0,0.0,0.0,26,2,2,1,1.0,763,0.0,0.0,0,0,0,0,0,1.0993333333333333,0.0,1.6489999999999998,Other,2-High,,KCYKCM816,1
15.0,53,10.0,0.0,5,0,12.0,10.0,0.7000000000000001,0.0,1.3,0,0.0,21.9,0.0,2.3,17.7,2.7,0.7000000000000001,0.0,0.30000000000000004,24,2,1,2,2.0,587,30.0,28.0,0,0,0,8,0,0.5,0.08620689655172414,0.2830188679245283,Other,2-High,Yes,DALFTW817,1
76.55,629,70.0,1.73,40,6,-588.0,-19.1,27.3,3.0,19.0,0,0.0,463.7,71.7,26.7,129.0,90.0,30.3,0.0,0.0,26,2,2,1,1.0,763,0.0,0.0,0,0,0,0,0,2.5516666666666667,0.059790732436472344,0.12170111287758346,Other,2-High,,SANCRP512,1
51.2,340,42.0,0.74,0,5,16.0,1.7000000000000002,1.7000000000000002,1.0,6.0,0,0.0,87.0,14.7,19.0,68.0,30.3,2.7,0.0,0.30000000000000004,20,2,2,1,1.0,594,36.0,38.0,0,0,0,9,0,1.7066666666666668,0.0,0.15058823529411766,Other,2-High,Yes,DALDAL214,0
30.77,27,30.0,0.0,0,1,-11.0,-0.4,0.7000000000000001,0.7000000000000001,2.0,0,0.0,0.30000000000000004,0.0,0.0,3.3,3.3,1.3,0.0,0.0,24,4,4,1,1.0,702,,,0,0,0,0,0,1.0256666666666667,0.0,1.1396296296296295,Other,6-Verylow,,MINMIN612,0
68.03,751,50.0,2.7199999999999998,11,0,173.0,25.8,9.7,0.0,55.3,2,1.3,222.0,23.3,1.7000000000000002,184.0,99.7,9.7,0.0,4.7,20,2,2,3,3.0,187,0.0,0.0,0,0,0,0,0,2.2676666666666665,0.014435695538057743,0.09058588548601865,Other,1-Highest,,NEVSDG619,1
9.59,63,10.0,0.0,0,0,29.0,-0.1,1.0,0.30000000000000004,1.7000000000000002,0,0.0,1.6,1.0,0.0,10.0,2.3,1.3,0.0,0.0,20,5,3,3,2.0,353,60.0,58.0,0,0,0,6,0,0.31966666666666665,0.0,0.15222222222222223,Professional,3-Good,Yes,FLNCOC407,1
207.43,2388,200.0,6.19,0,0,-232.0,0.5,39.7,3.0,142.0,0,2.7,562.7,101.7,30.0,732.7,279.3,42.7,0.0,40.3,26,1,1,2,2.0,249,50.0,48.0,0,0,1,5,0,6.914333333333333,0.0,0.08686348408710218,Other,2-High,Yes,PHIARD610,0
82.89,1011,50.0,0.0,16,0,156.0,8.9,15.3,2.0,30.0,0,0.0,230.9,48.7,11.3,198.3,94.7,17.3,0.0,0.30000000000000004,20,1,1,1,1.0,593,0.0,0.0,0,0,0,0,0,2.763,0.01557935735150925,0.08198813056379822,Other,3-Good,,NYCNEW201,0
90.8,378,40.0,0.25,17,5,146.0,-37.4,6.3,3.0,17.0,1,0.0,44.8,39.7,7.0,100.0,41.3,9.3,0.0,0.0,24,1,1,2,2.0,91,50.0,40.0,0,0,0,9,0,3.0266666666666664,0.043037974683544304,0.2402116402116402,Professional,2-High,Yes,MIAVER561,0
79.45,408,50.0,2.23,79,3,534.0,75.1,7.3,3.3,37.3,0,0.7000000000000001,65.8,20.7,0.7000000000000001,140.7,74.7,10.7,0.0,0.0,20,1,1,2,2.0,119,38.0,34.0,0,0,0,7,0,2.6483333333333334,0.162217659137577,0.19473039215686275,Professional,5-Low,Yes,ATLNOR678,1
41.29,220,45.0,0.0,18,0,-102.0,-6.3,24.0,5.3,34.0,0,0.0,41.3,52.3,2.0,49.3,37.7,29.3,0.0,1.0,26,1,1,1,1.0,762,52.0,54.0,0,0,0,5,0,1.3763333333333334,0.07563025210084033,0.18768181818181817,Crafts,2-High,Yes,APCBAL410,0
20.58,84,20.0,0.5,0,0,-16.0,-0.6000000000000001,5.3,15.3,2.0,0,0.0,0.4,0.0,0.0,24.0,19.0,20.7,0.0,0.0,24,1,1,1,1.0,701,42.0,38.0,0,0,0,6,0,0.6859999999999999,0.0,0.24499999999999997,Professional,2-High,Yes,CHILAG708,0
50.0,60,50.0,0.0,0,0,53.0,0.0,5.7,4.0,1.3,0,0.0,1.0,0.30000000000000004,0.0,17.0,1.7000000000000002,9.7,0.0,0.0,22,1,1,1,1.0,655,52.0,52.0,0,0,0,9,0,1.6666666666666667,0.0,0.8333333333333334,Professional,2-High,Yes,DALDAL214,1
19.99,43,20.0,0.0,0,0,-16.0,0.0,2.7,1.3,4.3,0,0.0,2.6,2.7,0.30000000000000004,13.3,5.7,4.0,0.0,0.0,24,1,1,1,1.0,701,82.0,72.0,0,0,0,7,0,0.6663333333333333,0.0,0.4648837209302325,Other,2-High,Yes,NYCNEW732,0
41.47,319,32.0,1.73,14,2,-80.0,3.3,6.0,0.7000000000000001,6.3,0,1.3,50.9,21.3,4.3,107.0,18.3,6.7,0.0,1.0,26,2,2,1,1.0,762,0.0,0.0,0,0,0,0,0,1.3823333333333332,0.042042042042042045,0.13,Other,2-High,,NYCQUE917,0
95.94,532,64.0,0.99,0,0,-40.0,-45.5,4.0,7.3,34.7,0,0.0,54.1,65.0,2.0,105.3,76.7,11.3,0.0,0.0,20,1,1,2,2.0,75,34.0,0.0,0,0,0,6,1,3.198,0.0,0.18033834586466166,Other,2-High,No,ATLATL678,0
76.53,76,80.0,0.25,0,0,-76.0,-0.5,1.3,1.0,11.3,0,0.0,0.0,0.7000000000000001,0.0,19.7,6.0,2.3,0.0,0.0,26,2,2,1,1.0,762,68.0,68.0,0,0,0,9,0,2.551,0.0,1.0069736842105264,Professional,2-High,Yes,DALDAL214,0
101.3,1441,88.0,3.22,0,1,569.0,4.9,8.0,0.7000000000000001,53.3,1,0.0,409.6,32.7,2.7,195.3,175.3,8.7,0.0,0.7000000000000001,24,1,1,3,2.0,83,0.0,0.0,0,0,0,0,0,3.3766666666666665,0.0,0.07029840388619014,Other,2-High,,LAXMON323,1
